"No.","Time","Source","Destination","Length","Protocol","Info"
"5298","866.289245","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5299","866.442732","185.220.101.175","54.36.163.65","326","TCP","20884  >  8001 [PSH, ACK] Seq=6817293 Ack=1 Win=21 Len=266 [TCP segment of a reassembled PDU]"
"5300","866.794728","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data, Application Data, Application Data"
"5301","866.938013","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=6818897 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"5302","867.696319","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"5303","867.696319","185.220.101.175","54.36.163.65","1261","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5304","867.720694","185.220.101.175","54.36.163.65","121","TLSv1.2","Application Data"
"5305","867.777187","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"5306","867.826610","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data"
"5307","867.928167","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5308","868.012560","185.220.101.175","54.36.163.65","555","TLSv1.2","Application Data"
"5309","868.334981","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5310","868.426511","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5311","868.731050","185.220.101.175","54.36.163.65","210","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5312","868.874503","185.220.101.175","54.36.163.65","245","TLSv1.2","Ignored Unknown Record"
"5313","869.139847","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=6831458 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"5314","869.260977","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=6832878 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"5315","869.495490","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5316","869.969420","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5317","870.418031","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"5318","870.418069","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"5319","870.716895","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"5320","870.754376","185.220.101.175","54.36.163.65","1013","TLSv1.2","Ignored Unknown Record"
"5321","870.977433","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5322","871.209079","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5323","871.368500","185.220.101.175","54.36.163.65","555","TLSv1.2","Ignored Unknown Record"
"5324","871.763580","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"5325","871.763580","185.220.101.175","54.36.163.65","770","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5326","872.106741","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5327","872.393853","185.220.101.175","54.36.163.65","1084","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6854082 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"5328","872.393853","185.220.101.175","54.36.163.65","606","TCP","20884  >  8001 [PSH, ACK] Seq=6855106 Ack=1 Win=21 Len=546 [TCP segment of a reassembled PDU]"
"5329","872.857526","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5330","872.857527","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=6857700 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5331","873.147328","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6859352 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"5332","873.147329","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6858328 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5333","873.181511","185.220.101.175","54.36.163.65","557","TLSv1.2","Application Data"
"5334","873.545826","185.220.101.175","54.36.163.65","1084","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5335","873.545826","185.220.101.175","54.36.163.65","1498","TLSv1.2","Ignored Unknown Record"
"5336","873.591434","185.220.101.175","54.36.163.65","752","TLSv1.2","Ignored Unknown Record"
"5337","873.763158","185.220.101.175","54.36.163.65","210","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5338","873.914999","185.220.101.175","54.36.163.65","934","TLSv1.2","Ignored Unknown Record"
"5339","875.700289","185.220.101.175","54.36.163.65","2052","TLSv1.2","Application Data"
"5340","875.742182","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data, Application Data"
"5341","875.742182","185.220.101.175","54.36.163.65","1363","TLSv1.2","Application Data, Application Data, Application Data"
"5342","875.951497","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=6871732 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"5343","876.178627","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=6873152 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"5344","876.503588","185.220.101.175","54.36.163.65","497","TLSv1.2","Application Data"
"5345","876.688637","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=6874845 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"5346","876.734128","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=6876265 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"5347","876.857170","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5348","877.010293","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5349","877.212590","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5350","877.392304","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"5351","877.696320","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"5352","877.738599","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"5353","878.076295","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"5354","878.076295","185.220.101.175","54.36.163.65","671","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5355","878.197844","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"5356","878.358401","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5357","878.469638","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"5358","878.469638","185.220.101.175","54.36.163.65","563","TCP","20884  >  8001 [PSH, ACK] Seq=6892932 Ack=1 Win=21 Len=503 [TCP segment of a reassembled PDU]"
"5359","878.487099","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=6893435 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5360","878.493819","185.220.101.175","54.36.163.65","456","TCP","20884  >  8001 [PSH, ACK] Seq=6894459 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"5361","878.534536","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6895879 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"5362","878.534536","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6894855 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5363","878.800366","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=6896275 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5364","878.800367","185.220.101.175","54.36.163.65","524","TCP","20884  >  8001 [PSH, ACK] Seq=6898323 Ack=1 Win=21 Len=464 [TCP segment of a reassembled PDU]"
"5365","878.963798","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=6898787 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5366","878.963798","185.220.101.175","54.36.163.65","770","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6900835 Ack=1 Win=21 Len=710 [TCP segment of a reassembled PDU]"
"5367","878.963798","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [PSH, ACK] Seq=6899811 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5368","879.064339","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=6901545 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5369","879.064339","185.220.101.175","54.36.163.65","1104","TCP","20884  >  8001 [PSH, ACK] Seq=6903593 Ack=1 Win=21 Len=1044 [TCP segment of a reassembled PDU]"
"5370","879.092359","185.220.101.175","54.36.163.65","982","TCP","20884  >  8001 [PSH, ACK] Seq=6904637 Ack=1 Win=21 Len=922 [TCP segment of a reassembled PDU]"
"5371","879.210552","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=6905559 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"5372","879.333206","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=6906979 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5373","879.333206","185.220.101.175","54.36.163.65","153","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6910051 Ack=1 Win=21 Len=93 [TCP segment of a reassembled PDU]"
"5374","879.333206","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6909027 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5375","879.466351","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=6910144 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"5376","879.727272","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=6911482 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"5377","879.960492","185.220.101.175","54.36.163.65","2108","TLSv1.2","Encrypted Alert, Ignored Unknown Record"
"5378","879.960492","185.220.101.175","54.36.163.65","2060","TLSv1.2","Ignored Unknown Record"
"5379","879.960492","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"5380","879.984785","185.220.101.175","54.36.163.65","976","TLSv1.2","Ignored Unknown Record"
"5381","880.046890","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data"
"5382","880.046890","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=6921880 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5383","880.279096","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"5384","880.279096","185.220.101.175","54.36.163.65","474","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6925580 Ack=1 Win=21 Len=414 [TCP segment of a reassembled PDU]"
"5385","880.279096","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6924556 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5386","880.303429","185.220.101.175","54.36.163.65","2008","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5387","880.381924","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6928966 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"5388","880.381924","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6927942 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5389","880.447499","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5390","880.542481","185.220.101.175","54.36.163.65","838","TLSv1.2","Application Data"
"5391","880.872355","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"5392","880.970973","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"5393","880.970974","185.220.101.175","54.36.163.65","155","TLSv1.2","Application Data"
"5394","881.190681","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"5395","881.268310","185.220.101.175","54.36.163.65","351","TLSv1.2","Application Data"
"5396","881.912398","185.220.101.175","54.36.163.65","1941","TLSv1.2","Application Data, Application Data"
"5397","882.136336","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5398","882.277680","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6939954 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"5399","882.277681","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6938930 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5400","882.725029","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5401","882.725029","185.220.101.175","54.36.163.65","428","TCP","20884  >  8001 [PSH, ACK] Seq=6942234 Ack=1 Win=21 Len=368 [TCP segment of a reassembled PDU]"
"5402","882.791944","185.220.101.175","54.36.163.65","320","TCP","20884  >  8001 [PSH, ACK] Seq=6942602 Ack=1 Win=21 Len=260 [TCP segment of a reassembled PDU]"
"5403","882.979590","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5404","882.979590","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=6944910 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5405","883.118359","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5406","883.267281","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5407","883.918441","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5408","883.943890","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"5409","884.087130","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5410","884.264976","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"5411","884.373261","185.220.101.175","54.36.163.65","665","TLSv1.2","Ignored Unknown Record"
"5412","884.950050","185.220.101.175","54.36.163.65","1084","TLSv1.2","Application Data"
"5413","884.950247","185.220.101.175","54.36.163.65","665","TLSv1.2","Application Data, Application Data"
"5414","885.187347","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5415","885.280294","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6959500 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"5416","885.529781","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6960838 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"5417","885.529781","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6959814 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5418","885.546515","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=6961152 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5419","885.553213","185.220.101.175","54.36.163.65","374","TCP","20884  >  8001 [PSH, ACK] Seq=6962176 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"5420","885.926458","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=6962490 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5421","885.926459","185.220.101.175","54.36.163.65","852","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6964538 Ack=1 Win=21 Len=792 [TCP segment of a reassembled PDU]"
"5422","885.926459","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [PSH, ACK] Seq=6963514 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5423","886.196338","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=6965330 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5424","886.196339","185.220.101.175","54.36.163.65","606","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6967378 Ack=1 Win=21 Len=546 [TCP segment of a reassembled PDU]"
"5425","886.196339","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [PSH, ACK] Seq=6966354 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5426","886.568561","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=6967924 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"5427","886.730375","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6970204 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"5428","886.730375","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6969180 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5429","886.957857","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6971542 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"5430","886.957857","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6970518 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5431","887.081146","185.220.101.175","54.36.163.65","480","TCP","20884  >  8001 [PSH, ACK] Seq=6971856 Ack=1 Win=21 Len=420 [TCP segment of a reassembled PDU]"
"5432","887.436021","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=6972276 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5433","887.436022","185.220.101.175","54.36.163.65","688","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6974324 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5434","887.436022","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [PSH, ACK] Seq=6973300 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5435","888.249185","185.220.101.175","54.36.163.65","1583","TCP","20884  >  8001 [PSH, ACK] Seq=6974952 Ack=1 Win=21 Len=1523 [TCP segment of a reassembled PDU]"
"5436","888.530699","185.220.101.175","54.36.163.65","1929","TCP","20884  >  8001 [PSH, ACK] Seq=6976475 Ack=1 Win=21 Len=1869 [TCP segment of a reassembled PDU]"
"5437","888.863931","185.220.101.175","54.36.163.65","1386","TLSv1.2","Change Cipher Spec, Ignored Unknown Record"
"5438","888.971459","185.220.101.175","54.36.163.65","666","TLSv1.2","Ignored Unknown Record"
"5439","889.421156","185.220.101.175","54.36.163.65","1689","TLSv1.2","Application Data, Application Data, Application Data"
"5440","889.580332","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=6981905 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"5441","890.287131","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5442","890.287131","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=6985373 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5443","890.382562","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=6987025 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"5444","890.382562","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=6986001 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5445","890.515410","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5446","890.515411","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=6989305 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5447","890.994252","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"5448","890.994252","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=6991981 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5449","891.151771","185.220.101.175","54.36.163.65","1837","TLSv1.2","Application Data, Application Data"
"5450","891.552992","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5451","891.737967","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"5452","891.857332","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=6997062 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"5453","891.970147","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=6998400 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"5454","892.317200","185.220.101.175","54.36.163.65","992","TCP","20884  >  8001 [PSH, ACK] Seq=6999738 Ack=1 Win=21 Len=932 [TCP segment of a reassembled PDU]"
"5455","892.456921","185.220.101.175","54.36.163.65","1117","TCP","20884  >  8001 [PSH, ACK] Seq=7000670 Ack=1 Win=21 Len=1057 [TCP segment of a reassembled PDU]"
"5456","892.732194","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7001727 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5457","892.732195","185.220.101.175","54.36.163.65","518","TCP","20884  >  8001 [PSH, ACK] Seq=7003775 Ack=1 Win=21 Len=458 [TCP segment of a reassembled PDU]"
"5458","892.845164","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=7004233 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"5459","892.934243","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7005489 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5460","892.934323","185.220.101.175","54.36.163.65","1424","TCP","20884  >  8001 [PSH, ACK] Seq=7007537 Ack=1 Win=21 Len=1364 [TCP segment of a reassembled PDU]"
"5461","892.980606","185.220.101.175","54.36.163.65","662","TCP","20884  >  8001 [PSH, ACK] Seq=7008901 Ack=1 Win=21 Len=602 [TCP segment of a reassembled PDU]"
"5462","893.067172","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7009503 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5463","893.067173","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=7011551 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5464","893.136209","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7012179 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5465","893.136209","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=7014227 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5466","893.372635","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7014855 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5467","893.372635","185.220.101.175","54.36.163.65","770","TCP","20884  >  8001 [PSH, ACK] Seq=7016903 Ack=1 Win=21 Len=710 [TCP segment of a reassembled PDU]"
"5468","893.842113","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=7017613 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"5469","893.878818","185.220.101.175","54.36.163.65","1084","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=7019893 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5470","893.878818","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=7018869 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5471","893.878818","185.220.101.175","54.36.163.65","750","TCP","20884  >  8001 [PSH, ACK] Seq=7020917 Ack=1 Win=21 Len=690 [TCP segment of a reassembled PDU]"
"5472","894.121334","185.220.101.175","54.36.163.65","1689","TCP","20884  >  8001 [PSH, ACK] Seq=7021607 Ack=1 Win=21 Len=1629 [TCP segment of a reassembled PDU]"
"5473","894.326216","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7023236 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5474","894.326216","185.220.101.175","54.36.163.65","289","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=7026308 Ack=1 Win=21 Len=229 [TCP segment of a reassembled PDU]"
"5475","894.326216","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=7025284 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5476","894.513121","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=7027561 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"5477","894.513122","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=7026537 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"5478","894.569715","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7027793 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5479","894.569715","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=7029841 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"5480","894.769254","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=7030469 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"5481","894.769254","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=7032517 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
